wl,N,M,power,hard,cap,pen,alpha,beta,gamma,subset,mmin,region,window,fleet,startup,method,init,seed,seed_frac,exp,peak_demand,total_load,arrival_slots,carbon_kg,carbon_red_vs_naive_%,carbon_red_vs_consol_%,sla_%,viol_n,energy_kwh,cost_gbp,util_%,overload_%,feasible,makespan_h,nfe,runtime_s,peak_mem_mb
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,carbon,9,0.3333333333333333,E29,5.26,31.19,35,0.348129,87.6794,26.1854,0.0,0,4.6391,0.7493,51.187,0.0,True,26.0,4840,1.2364,0.94
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,4,0.3333333333333333,E29,5.26,31.19,35,0.437226,84.5261,7.2938,0.0,0,5.1391,0.8533,44.302,0.0,True,28.5,4840,1.3097,1.07
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,5,0.3333333333333333,E29,5.26,31.19,35,0.428123,84.8483,9.2239,0.0,0,5.0891,0.8378,46.933,0.0,True,27.5,4840,1.2477,1.11
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,6,0.3333333333333333,E29,5.26,31.19,35,0.437691,84.5097,7.1952,0.0,0,5.1391,0.8545,44.046,0.0,True,28.5,4840,1.2541,1.01
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,7,0.3333333333333333,E29,5.26,31.19,35,0.437837,84.5045,7.1642,0.0,0,5.1391,0.8545,44.11,0.0,True,28.5,4840,1.2503,0.98
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,8,0.3333333333333333,E29,5.26,31.19,35,0.44072,84.4025,6.553,0.0,0,5.1891,0.862,43.373,0.0,True,28.5,4840,1.2444,0.95
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,9,0.3333333333333333,E29,5.26,31.19,35,0.456683,83.8375,3.1682,0.0,0,5.0891,0.8589,55.254,0.0,True,27.0,4840,1.2571,1.02
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,random,10,0.3333333333333333,E29,5.26,31.19,35,0.440697,84.4033,6.5578,0.0,0,5.1891,0.862,43.373,0.0,True,28.5,4840,1.2663,0.97
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,none,WOA,carbon,1,0.3333333333333333,E29,5.26,31.19,35,0.349545,87.6292,25.8851,0.0,0,4.6391,0.7493,51.592,0.0,True,26.0,4840,1.2443,1.02
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,3,0.3333333333333333,E29,5.26,31.19,35,0.463452,85.4278,4.8648,0.0,0,5.2641,0.8877,51.369,0.0,True,28.0,4840,1.4348,1.06
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,4,0.3333333333333333,E29,5.26,31.19,35,0.44953,85.8656,7.7226,0.0,0,5.3016,0.8802,44.11,0.0,True,28.5,4840,1.3975,1.02
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,5,0.3333333333333333,E29,5.26,31.19,35,0.45357,85.7385,6.8933,0.0,0,5.3641,0.8901,43.373,0.0,True,28.5,4840,1.392,0.97
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,6,0.3333333333333333,E29,5.26,31.19,35,0.45357,85.7385,6.8933,0.0,0,5.3641,0.8901,43.373,0.0,True,28.5,4840,1.3928,0.96
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,7,0.3333333333333333,E29,5.26,31.19,35,0.45357,85.7385,6.8933,0.0,0,5.3641,0.8901,43.373,0.0,True,28.5,4840,1.4078,0.94
google,500,10,linear,True,False,10.0,0.4,0.3,0.3,0,0,UK,,uniform,low,WOA,random,8,0.3333333333333333,E29,5.26,31.19,35,0.449886,85.8544,7.6495,0.0,0,5.3016,0.8807,44.11,0.0,True,28.5,4840,1.3771,0.97
